Probabilidad,Codigo,Huffman
0.008444444444444444,0000000,1011100,
0.0071111111111111115,0000001,0100011,
0.008666666666666666,0000010,1100000,
0.008444444444444444,0000011,1011011,
0.007555555555555556,0000100,0110101,
0.006,0000101,0001000,
0.009777777777777778,0000110,1110111,
0.008444444444444444,0000111,1011010,
0.008666666666666666,0001000,1100100,
0.007555555555555556,0001001,0111001,
0.008222222222222223,0001010,1010010,
0.008,0001011,1000100,
0.008444444444444444,0001100,1010111,
0.006888888888888889,0001101,0011001,
0.009333333333333334,0001110,1110001,
0.007333333333333333,0001111,0110000,
0.008,0010000,1000110,
0.011555555555555555,0010001,000010,
0.009555555555555555,0010010,1110101,
0.008666666666666666,0010011,1100110,
0.006666666666666667,0010100,0010111,
0.007555555555555556,0010101,0111011,
0.005333333333333333,0010110,11111100,
0.008222222222222223,0010111,1010000,
0.008666666666666666,0011000,1100001,
0.008444444444444444,0011001,1010101,
0.010222222222222223,0011010,1111100,
0.009555555555555555,0011011,1110011,
0.007333333333333333,0011100,0101010,
0.0057777777777777775,0011101,0000011,
0.010888888888888889,0011110,000000,
0.008,0011111,1001010,
0.008,0100000,1001011,
0.006,0100001,0001001,
0.007333333333333333,0100010,0101001,
0.010888888888888889,0100011,1111111,
0.006888888888888889,0100100,0011100,
0.007555555555555556,0100101,0111000,
0.007333333333333333,0100110,0101100,
0.0064444444444444445,0100111,0010000,
0.01,0101000,1111010,
0.012,0101001,000101,
0.008,0101010,1000111,
0.0077777777777777776,0101011,1000011,
0.008222222222222223,0101100,1010011,
0.007333333333333333,0101101,0110001,
0.007555555555555556,0101110,0110110,
0.006666666666666667,0101111,0010101,
0.01,0110000,1111001,
0.008444444444444444,0110001,1011001,
0.006222222222222222,0110010,0001111,
0.006888888888888889,0110011,0011010,
0.008666666666666666,0110100,1101001,
0.0071111111111111115,0110101,0100101,
0.006888888888888889,0110110,0011011,
0.008444444444444444,0110111,1010100,
0.008,0111000,1001000,
0.007555555555555556,0111001,0111100,
0.0071111111111111115,0111010,0100010,
0.008,0111011,1001001,
0.006,0111100,0001100,
0.007333333333333333,0111101,0101011,
0.0077777777777777776,0111110,0111111,
0.008444444444444444,0111111,1010110,
0.0071111111111111115,1000000,0100001,
0.006666666666666667,1000001,0010011,
0.007555555555555556,1000010,0110100,
0.009333333333333334,1000011,1101111,
0.008666666666666666,1000100,1100010,
0.0077777777777777776,1000101,1000010,
0.008666666666666666,1000110,1100011,
0.009555555555555555,1000111,1110100,
0.006666666666666667,1001000,0010110,
0.006222222222222222,1001001,0001110,
0.0071111111111111115,1001010,0100110,
0.004888888888888889,1001011,11101100,
0.006,1001100,0000110,
0.006,1001101,0000111,
0.008222222222222223,1001110,1001110,
0.0071111111111111115,1001111,0100111,
0.009333333333333334,1010000,1110000,
0.006888888888888889,1010001,0011101,
0.008222222222222223,1010010,1001111,
0.008,1010011,1001100,
0.007555555555555556,1010100,0111010,
0.005333333333333333,1010101,11111101,
0.007333333333333333,1010110,0101101,
0.010666666666666666,1010111,1111101,
0.0071111111111111115,1011000,0100100,
0.0064444444444444445,1011001,0010001,
0.008666666666666666,1011010,1101000,
0.006666666666666667,1011011,0010100,
0.006888888888888889,1011100,0011110,
0.007333333333333333,1011101,0101110,
0.008,1011110,1001101,
0.009111111111111111,1011111,1101101,
0.009111111111111111,1100000,1101100,
0.006888888888888889,1100001,0011111,
0.007555555555555556,1100010,0110111,
0.0077777777777777776,1100011,1000000,
0.009555555555555555,1100100,1110010,
0.008,1100101,1000101,
0.004888888888888889,1100110,11101101,
0.0064444444444444445,1100111,0010010,
0.008666666666666666,1101000,1011111,
0.0077777777777777776,1101001,1000001,
0.007555555555555556,1101010,0110010,
0.009111111111111111,1101011,1101110,
0.0077777777777777776,1101100,0111110,
0.008666666666666666,1101101,1101010,
0.007555555555555556,1101110,0110011,
0.007333333333333333,1101111,0101111,
0.009777777777777778,1110000,1111000,
0.005111111111111111,1110001,11110110,
0.006888888888888889,1110010,0011000,
0.005333333333333333,1110011,0000010,
0.008222222222222223,1110100,1010001,
0.008444444444444444,1110101,1011101,
0.005111111111111111,1110110,11110111,
0.006,1110111,0001101,
0.008444444444444444,1111000,1011110,
0.0071111111111111115,1111001,0101000,
0.008666666666666666,1111010,1100101,
0.006888888888888889,1111011,0100000,
0.008444444444444444,1111100,1011000,
0.008666666666666666,1111101,1100111,
0.009111111111111111,1111110,1101011,
0.0077777777777777776,1111111,0111101,
